idh_ch,region_c,factor_ch,inc_total_ch,inc_proxy_ch,inc_proxy_ch_pc,inc_total_norm_ch_pc,shock,inc_after_shock,poor_before,poor_after,poor_new,afectados,P1_elegible,P2_elegible,P3_elegible,P4_elegible,P5_elegible,P6_elegible,P1_benef,P2_benef,P3_benef,P4_benef,P5_benef,P6_benef,P_benef,P_no_benef
4222,mun3,62, $52.5 , $171.9 , $85.9 , $252.6 , $109.7 , $142.8 ,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4223,mun3,63, $416.7 , $571.4 , $114.3 , $335.8 , $84.7 , $251.2 ,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
4224,mun3,62, $242.5 , $312.7 , $312.7 , $919.1 , $57.4 , $861.7 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4225,mun3,69, $440.0 , $531.3 , $177.1 , $520.5 , $110.4 , $410.1 ,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
4226,mun3,70, $715.0 , $841.6 , $168.3 , $494.7 , $105.0 , $389.6 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4227,mun3,69, $873.3 , $987.6 , $246.9 , $725.6 , $94.9 , $630.7 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4228,mun3,70, $986.5 ," $1,091.6 ", $121.3 , $356.5 , $87.0 , $269.4 ,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
4229,mun3,70, $373.3 , $448.3 , $224.1 , $658.7 , $76.0 , $582.6 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4230,mun3,70, $350.0 , $482.7 , $120.7 , $354.6 , $73.6 , $281.0 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4231,mun3,69, $75.0 , $220.9 , $220.9 , $649.2 , $114.5 , $534.7 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4232,mun3,69, $400.0 , $511.0 , $127.8 , $375.5 , $126.4 , $249.1 ,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
4233,mun3,69, $150.0 , $236.6 , $59.1 , $173.8 , $115.9 , $58.0 ,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
4234,mun3,70, $408.0 , $486.4 , $162.1 , $476.5 , $97.5 , $379.0 ,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
4235,mun3,70, $-   , $58.9 , $58.9 , $173.0 , $145.8 , $27.2 ,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
4236,mun3,70, $402.7 , $552.1 , $138.0 , $405.7 , $93.4 , $312.3 ,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
4237,mun3,69, $242.7 , $301.5 , $100.5 , $295.4 , $69.5 , $225.9 ,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
4238,mun3,80, $172.5 , $314.1 , $62.8 , $184.6 , $99.2 , $85.4 ,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0
4239,mun3,80, $184.5 , $285.0 , $57.0 , $167.5 , $120.4 , $47.1 ,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
4240,mun3,81, $-   , $115.3 , $28.8 , $84.7 , $96.0 , $(11.2),1,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0
4241,mun3,80, $300.0 , $429.8 , $71.6 , $210.5 , $57.5 , $153.0 ,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
4242,mun3,81, $-   , $98.4 , $12.3 , $36.2 , $118.9 , $(82.8),1,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1,1,0
4243,mun3,81, $5.0 , $43.1 , $14.4 , $42.2 , $82.1 , $(39.9),1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0
4244,mun3,81, $418.3 , $546.9 , $109.4 , $321.5 , $146.1 , $175.4 ,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
4245,mun3,82, $93.8 , $208.5 , $208.5 , $612.8 , $108.5 , $504.3 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4246,mun3,81, $611.7 , $699.6 , $139.9 , $411.2 , $97.0 , $314.2 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4247,mun3,80, $60.0 , $163.9 , $163.9 , $481.8 , $74.0 , $407.8 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4248,mun3,81, $213.7 , $298.9 , $99.6 , $292.8 , $103.3 , $189.6 ,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4249,mun3,81, $130.0 , $184.4 , $61.5 , $180.7 , $107.8 , $72.9 ,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
4250,mun3,80, $5.0 , $62.4 , $10.4 , $30.6 , $115.0 , $(84.5),1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0
4251,mun3,81, $178.3 , $294.6 , $98.2 , $288.6 , $103.8 , $184.8 ,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4252,mun3,34, $378.7 , $445.8 , $74.3 , $218.4 , $108.2 , $110.1 ,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4253,mun3,34, $476.7 , $566.1 , $141.5 , $416.0 , $96.5 , $319.5 ,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
4254,mun3,34, $13.0 , $68.3 , $68.3 , $200.9 , $105.6 , $95.3 ,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4255,mun3,34, $625.0 , $719.3 , $119.9 , $352.3 , $74.5 , $277.8 ,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0
4256,mun3,34, $862.5 , $973.1 , $194.6 , $572.0 , $106.5 , $465.4 ,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0
4257,mun3,34, $721.7 , $856.9 , $171.4 , $503.7 , $91.5 , $412.1 ,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0
4258,mun3,34, $551.2 , $660.0 , $165.0 , $485.0 , $113.7 , $371.2 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4259,mun3,34, $473.3 , $563.4 , $281.7 , $827.9 , $99.7 , $728.2 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4260,mun3,65, $483.3 , $562.3 , $281.2 , $826.3 , $70.5 , $755.8 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4261,mun3,65, $329.2 , $474.3 , $237.2 , $697.0 , $79.6 , $617.4 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4262,mun3,64, $368.3 , $408.5 , $102.1 , $300.2 , $141.7 , $158.5 ,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4263,mun3,64, $380.0 , $477.7 , $119.4 , $350.9 , $112.9 , $238.1 ,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
4264,mun3,65, $164.7 , $277.6 , $92.5 , $272.0 , $132.3 , $139.7 ,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4265,mun3,65, $410.0 , $543.9 , $136.0 , $399.6 , $120.5 , $279.1 ,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
4266,mun3,66, $173.3 , $290.7 , $145.4 , $427.2 , $75.9 , $351.3 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4267,mun3,65, $790.0 , $884.2 , $176.8 , $519.8 , $70.9 , $448.9 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4268,mun3,65, $433.3 , $487.2 , $121.8 , $358.0 , $93.2 , $264.8 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4269,mun3,149," $1,353.3 "," $1,463.6 ", $487.9 , $898.2 , $125.6 , $772.6 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4270,mun3,149," $2,750.0 "," $2,867.7 ", $716.9 ," $1,319.9 ", $85.3 ," $1,234.6 ",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4271,mun3,150," $1,368.7 "," $1,443.4 ", $481.1 , $885.8 , $109.1 , $776.7 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4272,mun3,149," $1,279.2 "," $1,384.1 ", $346.0 , $637.0 , $71.5 , $565.5 ,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
4273,mun3,150, $698.3 , $798.1 , $266.0 , $489.8 , $112.4 , $377.4 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4274,mun3,149," $1,837.5 "," $1,967.9 ", $983.9 ," $1,811.5 ", $119.2 ," $1,692.2 ",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4275,mun3,149," $2,132.7 "," $2,253.3 ", $563.3 ," $1,037.1 ", $87.9 , $949.3 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4276,mun3,144," $1,917.0 "," $2,012.0 "," $1,006.0 "," $1,852.1 ", $126.0 ," $1,726.1 ",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4277,mun3,142, $-   , $152.9 , $51.0 , $93.8 , $78.5 , $15.3 ,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0
4278,mun3,143, $650.0 , $718.8 , $179.7 , $330.8 , $101.5 , $229.3 ,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
4279,mun3,144, $745.8 , $853.3 , $284.4 , $523.6 , $104.4 , $419.2 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4280,mun3,143," $1,061.7 "," $1,120.0 ", $373.3 , $687.4 , $68.4 , $619.0 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4281,mun3,143, $555.0 , $646.9 , $161.7 , $297.8 , $109.2 , $188.6 ,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4282,mun3,144, $287.5 , $404.0 , $202.0 , $371.9 , $95.9 , $276.0 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4283,mun3,143, $300.0 , $413.0 , $137.7 , $253.5 , $102.7 , $150.7 ,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
4284,mun3,65," $1,656.3 "," $1,793.4 ", $358.7 , $660.3 , $124.8 , $535.5 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4285,mun3,64, $160.0 , $272.6 , $272.6 , $502.0 , $119.7 , $382.2 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4286,mun3,64, $208.3 , $334.9 , $334.9 , $616.5 , $85.8 , $530.7 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4287,mun3,65, $480.0 , $596.8 , $298.4 , $549.3 , $92.4 , $457.0 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4288,mun3,65, $-   , $89.8 , $22.5 , $41.3 , $72.6 , $(31.3),1,1,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0
4289,mun3,65, $952.5 ," $1,078.2 ", $359.4 , $661.7 , $109.9 , $551.7 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4290,mun3,65, $475.0 , $576.3 , $144.1 , $265.3 , $85.9 , $179.4 ,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
4291,mun3,65, $990.0 ," $1,048.1 ", $262.0 , $482.4 , $111.2 , $371.2 ,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
4292,mun3,65, $-   , $73.1 , $24.4 , $44.8 , $86.8 , $(42.0),1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0
4293,mun3,65, $500.0 , $577.9 , $144.5 , $266.0 , $100.3 , $165.6 ,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4294,mun3,108, $340.0 , $455.8 , $91.2 , $267.9 , $136.0 , $131.9 ,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
4295,mun3,109, $849.5 , $999.3 , $249.8 , $734.2 , $113.8 , $620.5 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4296,mun3,109, $340.0 , $434.6 , $144.9 , $425.7 , $128.3 , $297.4 ,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
4297,mun3,108, $-   , $70.6 , $17.6 , $51.8 , $87.2 , $(35.4),1,1,0,0,1,0,1,0,1,1,0,0,1,1,1,1,1,0
4298,mun3,110, $325.0 , $451.5 , $112.9 , $331.8 , $119.4 , $212.3 ,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
4299,mun3,108, $-   , $114.1 , $28.5 , $83.9 , $102.0 , $(18.2),1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0
4300,mun3,109, $200.0 , $326.8 , $65.4 , $192.1 , $121.3 , $70.8 ,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1
4301,mun3,107, $-   , $95.2 , $31.7 , $93.2 , $84.4 , $8.9 ,1,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0
4302,mun3,107, $220.0 , $349.1 , $349.1 ," $1,026.0 ", $86.1 , $939.9 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4303,mun3,109," $1,350.0 "," $1,442.3 ", $360.6 ," $1,059.7 ", $98.1 , $961.6 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4304,mun3,108, $485.0 , $547.6 , $91.3 , $268.2 , $68.7 , $199.5 ,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
4305,mun3,42, $838.1 , $944.1 , $188.8 , $347.6 , $109.9 , $237.7 ,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
4306,mun3,42, $366.7 , $454.5 , $113.6 , $209.2 , $90.6 , $118.6 ,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4307,mun3,42, $60.0 , $163.1 , $81.6 , $150.2 , $102.4 , $47.7 ,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
4308,mun3,42, $-   , $99.4 , $99.4 , $183.0 , $123.3 , $59.7 ,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
4309,mun3,42, $100.0 , $242.7 , $40.5 , $74.5 , $123.6 , $(49.1),1,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0
4310,mun3,42, $760.0 , $849.5 , $169.9 , $312.8 , $85.1 , $227.7 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4311,mun3,42, $904.2 ," $1,009.5 ", $252.4 , $464.6 , $143.3 , $321.4 ,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
4312,mun3,42," $1,760.0 "," $1,891.4 ", $630.5 ," $1,160.7 ", $86.8 ," $1,074.0 ",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4313,mun3,42, $610.0 , $695.2 , $347.6 , $640.0 , $126.1 , $513.9 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4314,mun3,70," $1,226.5 "," $1,345.6 ", $448.5 ," $1,318.2 ", $98.1 ," $1,220.2 ",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4315,mun3,72, $2.5 , $109.9 , $109.9 , $323.0 , $94.4 , $228.6 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4316,mun3,70, $-   , $43.6 , $21.8 , $64.1 , $151.0 , $(86.9),1,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0
4317,mun3,70, $427.5 , $540.8 , $180.3 , $529.8 , $101.9 , $427.9 ,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
4318,mun3,70, $29.0 , $196.6 , $39.3 , $115.6 , $98.5 , $17.1 ,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
4319,mun3,72, $-   , $150.4 , $150.4 , $441.9 , $121.3 , $320.6 ,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
4320,mun3,69, $196.0 , $327.3 , $109.1 , $320.6 , $156.9 , $163.7 ,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
4321,mun3,70, $106.5 , $229.2 , $114.6 , $336.8 , $78.9 , $257.9 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4322,mun3,70, $150.0 , $311.5 , $155.7 , $457.7 , $100.4 , $357.4 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4323,mun3,69, $328.0 , $449.7 , $449.7 ," $1,321.7 ", $94.4 ," $1,227.3 ",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
4324,mun3,52, $476.0 , $589.1 , $147.3 , $271.1 , $86.4 , $184.7 ,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
4325,mun3,52, $100.0 , $203.9 , $101.9 , $187.7 , $67.0 , $120.7 ,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
4326,mun3,52, $125.0 , $240.9 , $120.4 , $221.7 , $119.1 , $102.6 ,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4327,mun3,52, $385.0 , $480.3 , $160.1 , $294.7 , $82.0 , $212.7 ,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
4328,mun3,52, $310.0 , $360.7 , $360.7 , $664.0 , $100.7 , $563.3 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4329,mun3,52," $2,200.0 "," $2,228.2 ", $557.1 ," $1,025.6 ", $99.0 , $926.6 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4330,mun3,52," $2,315.8 "," $2,452.8 ", $613.2 ," $1,128.9 ", $107.9 ," $1,021.0 ",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4331,mun3,51, $152.5 , $243.8 , $243.8 , $448.9 , $100.3 , $348.6 ,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
4332,mun3,52, $654.0 , $780.0 , $156.0 , $287.2 , $48.9 , $238.3 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4333,mun3,52, $645.0 , $725.0 , $181.2 , $333.7 , $89.5 , $244.2 ,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
4334,mun3,68, $520.0 , $649.3 , $324.6 , $597.7 , $96.9 , $500.8 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4335,mun3,69, $260.0 , $400.5 , $400.5 , $737.3 , $98.6 , $638.8 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4336,mun3,68, $965.0 ," $1,116.2 ", $372.1 , $685.0 , $100.7 , $584.4 ,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
4337,mun3,67, $292.0 , $316.5 , $52.8 , $97.1 , $94.0 , $3.2 ,1,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0
4338,mun3,67, $15.0 , $135.8 , $135.8 , $250.0 , $91.8 , $158.3 ,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4339,mun3,69, $383.5 , $465.7 , $465.7 , $857.4 , $88.8 , $768.7 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4340,mun3,68, $683.3 , $840.1 , $140.0 , $257.8 , $122.8 , $134.9 ,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
4341,mun3,67," $3,600.0 "," $3,635.1 ", $908.8 ," $1,673.1 ", $101.4 ," $1,571.7 ",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4342,mun3,68, $30.0 , $119.0 , $39.7 , $73.1 , $124.4 , $(51.4),1,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0
4343,mun3,68, $719.3 , $808.2 , $202.1 , $372.0 , $73.3 , $298.7 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4344,mun3,68, $340.5 , $459.4 , $153.1 , $281.9 , $90.5 , $191.5 ,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4345,mun3,68, $620.8 , $688.1 , $137.6 , $253.4 , $76.2 , $177.2 ,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
4346,mun3,68, $286.7 , $436.1 , $145.4 , $267.6 , $133.7 , $134.0 ,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4347,mun3,58, $110.0 , $171.1 , $42.8 , $78.7 , $116.1 , $(37.4),1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0
4348,mun3,58, $302.5 , $410.0 , $410.0 , $754.9 , $111.1 , $643.8 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4349,mun3,58, $208.0 , $329.1 , $164.5 , $302.9 , $98.9 , $204.0 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4350,mun3,58, $323.3 , $494.7 , $123.7 , $227.7 , $110.1 , $117.6 ,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
4351,mun3,57, $336.3 , $428.5 , $107.1 , $197.2 , $115.9 , $81.3 ,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
4352,mun3,58, $90.3 , $219.7 , $109.9 , $202.3 , $91.2 , $111.0 ,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
4353,mun3,58, $165.7 , $270.1 , $67.5 , $124.3 , $88.7 , $35.6 ,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
4354,mun3,57, $392.5 , $489.6 , $163.2 , $300.5 , $119.3 , $181.1 ,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4355,mun3,57, $916.0 ," $1,000.9 ", $333.6 , $614.2 , $96.3 , $518.0 ,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
4356,mun3,57, $243.0 , $335.3 , $111.8 , $205.8 , $90.3 , $115.5 ,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4357,mun3,58, $532.0 , $621.7 , $124.3 , $228.9 , $124.9 , $104.0 ,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
4358,mun3,57, $150.0 , $283.6 , $283.6 , $522.1 , $152.1 , $370.0 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4359,mun3,57, $120.0 , $250.2 , $50.0 , $92.1 , $83.2 , $9.0 ,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0
4360,mun3,57, $577.3 , $702.5 , $175.6 , $323.3 , $106.8 , $216.5 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4361,mun3,57, $614.0 , $692.2 , $230.7 , $424.8 , $116.9 , $307.9 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4362,mun3,57, $260.0 , $352.1 , $176.1 , $324.1 , $118.1 , $206.1 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4363,mun3,57, $677.8 , $761.6 , $253.9 , $467.4 , $98.3 , $369.0 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4364,mun3,57, $100.0 , $207.3 , $51.8 , $95.4 , $124.3 , $(28.9),1,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0
4365,mun3,57, $260.0 , $356.0 , $356.0 , $655.5 , $90.7 , $564.8 ,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
4366,mun3,58, $710.0 , $748.6 , $187.1 , $344.6 , $78.6 , $265.9 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4367,mun3,58, $150.0 , $273.7 , $273.7 , $504.0 , $97.3 , $406.7 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4368,mun3,57, $50.0 , $124.2 , $124.2 , $228.6 , $72.8 , $155.8 ,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4369,mun3,57," $2,052.0 "," $2,179.0 "," $1,089.5 "," $2,005.8 ", $84.9 ," $1,921.0 ",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4370,mun3,57, $-   , $109.3 , $109.3 , $201.2 , $131.9 , $69.4 ,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4371,mun3,28, $150.0 , $251.7 , $251.7 , $463.4 , $101.3 , $362.1 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4372,mun3,29, $350.0 , $459.7 , $153.2 , $282.1 , $103.6 , $178.5 ,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
4373,mun3,29, $716.7 , $799.3 , $199.8 , $367.9 , $97.2 , $270.6 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4374,mun3,29, $207.4 , $258.1 , $86.0 , $158.4 , $79.7 , $78.6 ,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
4375,mun3,29," $1,266.6 "," $1,347.3 ", $673.6 ," $1,240.2 ", $79.0 ," $1,161.2 ",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4376,mun3,29," $1,180.8 "," $1,277.3 ", $638.6 ," $1,175.8 ", $87.6 ," $1,088.2 ",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4377,mun3,29," $1,501.7 "," $1,575.5 ", $525.2 , $966.9 , $89.6 , $877.3 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4378,mun3,29, $508.0 , $646.2 , $215.4 , $396.6 , $117.3 , $279.3 ,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
4379,mun3,29, $444.0 , $526.6 , $105.3 , $193.9 , $114.4 , $79.5 ,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1
4380,mun3,28, $512.5 , $635.3 , $158.8 , $292.4 , $104.7 , $187.7 ,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
4381,mun3,29, $442.0 , $558.6 , $186.2 , $342.8 , $55.8 , $287.0 ,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
4382,mun3,30, $806.7 , $906.6 , $302.2 , $556.4 , $99.4 , $457.0 ,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
4383,mun3,30, $660.0 , $789.6 , $263.2 , $484.6 , $80.7 , $403.9 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4384,mun3,30, $900.0 , $976.6 , $488.3 , $899.0 , $97.1 , $801.9 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4385,mun3,30," $1,653.3 "," $1,787.3 ", $357.5 , $658.1 , $106.9 , $551.2 ,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
4386,mun3,30, $920.8 ," $1,035.2 ", $258.8 , $476.5 , $100.2 , $376.3 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
