idh_ch,region_c,factor_ch,inc_total_ch,inc_proxy_ch,inc_proxy_ch_pc,inc_total_norm_ch_pc,shock,inc_after_shock,poor_before,poor_after,poor_new,afectados,P1_elegible,P2_elegible,P3_elegible,P4_elegible,P5_elegible,P6_elegible,P1_benef,P2_benef,P3_benef,P4_benef,P5_benef,P6_benef,P_benef,P_no_benef
4057,mun3,106, $202.5 , $354.1 , $177.1 , $326.0 , $100.6 , $225.4 ,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
4058,mun3,106, $202.5 , $297.4 , $99.1 , $182.5 , $107.0 , $75.6 ,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
4059,mun3,103, $858.2 ," $1,007.2 ", $335.7 , $618.1 , $79.0 , $539.1 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4060,mun3,102, $510.0 , $641.0 , $320.5 , $590.1 , $66.9 , $523.2 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4061,mun3,102, $350.0 , $423.9 , $84.8 , $156.1 , $91.8 , $64.3 ,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0
4062,mun3,103, $390.0 , $521.2 , $130.3 , $239.9 , $97.5 , $142.4 ,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4063,mun3,102," $1,000.0 "," $1,071.2 ", $267.8 , $493.0 , $98.3 , $394.8 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4064,mun3,102, $360.0 , $444.6 , $222.3 , $409.3 , $107.9 , $301.4 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4065,mun3,101, $870.0 , $966.8 , $966.8 ," $1,779.9 ", $112.1 ," $1,667.7 ",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4066,mun3,102, $917.5 ," $1,051.2 ", $210.2 , $387.1 , $125.5 , $261.6 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4067,mun3,102, $497.5 , $641.1 , $320.5 , $590.1 , $89.0 , $501.1 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4068,mun3,102, $552.9 , $635.5 , $317.8 , $585.0 , $86.8 , $498.2 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4069,mun3,102, $500.0 , $615.1 , $205.0 , $377.5 , $89.6 , $287.8 ,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
4070,mun3,102, $645.0 , $741.9 , $370.9 , $682.9 , $92.3 , $590.6 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4071,mun3,102, $850.0 ," $1,000.0 ", $333.3 , $613.7 , $73.7 , $540.0 ,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1
4072,mun3,114, $325.0 , $406.9 , $135.6 , $249.7 , $121.0 , $128.8 ,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4073,mun3,113, $744.2 , $828.2 , $414.1 , $762.4 , $72.6 , $689.8 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4074,mun3,113, $850.0 , $980.9 , $327.0 , $602.0 , $67.6 , $534.4 ,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
4075,mun3,114, $808.3 , $905.8 , $301.9 , $555.9 , $89.8 , $466.1 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4076,mun3,113, $504.2 , $607.0 , $151.7 , $279.4 , $86.7 , $192.7 ,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4077,mun3,114, $270.0 , $321.6 , $107.2 , $197.4 , $108.3 , $89.1 ,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0
4078,mun3,112, $100.0 , $225.1 , $225.1 , $414.4 , $102.0 , $312.4 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4079,mun3,114, $745.8 , $849.6 , $212.4 , $391.1 , $81.7 , $309.4 ,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
4080,mun3,96, $20.0 , $100.9 , $33.6 , $62.0 , $103.0 , $(41.1),1,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0
4081,mun3,96, $933.3 , $991.7 , $247.9 , $456.4 , $115.8 , $340.7 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4082,mun3,96, $541.7 , $646.1 , $323.0 , $594.8 , $81.9 , $512.8 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4083,mun3,97, $168.0 , $267.9 , $267.9 , $493.2 , $83.1 , $410.1 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4084,mun3,96," $1,077.5 "," $1,148.4 ", $143.5 , $264.3 , $99.4 , $164.9 ,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
4085,mun3,96, $475.0 , $516.7 , $129.2 , $237.8 , $48.0 , $189.8 ,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
4086,mun3,96, $933.3 ," $1,027.6 ", $342.5 , $630.6 , $63.3 , $567.3 ,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
4087,mun3,95, $260.0 , $341.0 , $170.5 , $313.9 , $74.4 , $239.4 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4088,mun3,96, $379.2 , $465.0 , $232.5 , $428.0 , $96.8 , $331.2 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4089,mun3,166, $528.3 , $634.6 , $90.7 , $166.9 , $119.6 , $47.3 ,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0
4090,mun3,167, $656.7 , $802.9 , $401.5 , $739.1 , $93.0 , $646.1 ,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
4091,mun3,167, $282.0 , $431.3 , $143.8 , $264.7 , $116.5 , $148.2 ,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4092,mun3,166, $433.3 , $564.6 , $188.2 , $346.5 , $81.6 , $264.9 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4093,mun3,168, $552.1 , $668.3 , $668.3 ," $1,230.4 ", $91.4 ," $1,139.0 ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4094,mun3,167, $540.0 , $611.4 , $122.3 , $225.1 , $95.2 , $129.9 ,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4095,mun3,167," $2,469.2 "," $2,574.4 ", $514.9 , $947.9 , $106.9 , $841.0 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4096,mun3,168," $2,100.0 "," $2,205.7 "," $2,205.7 "," $4,060.9 ", $63.5 ," $3,997.4 ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4097,mun3,167, $650.0 , $769.7 , $384.9 , $708.5 , $124.1 , $584.5 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4098,mun3,167, $985.8 ," $1,083.7 ", $270.9 , $498.8 , $112.1 , $386.7 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4099,mun3,168, $350.0 , $408.4 , $408.4 , $751.8 , $121.9 , $629.9 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4100,mun3,167, $948.3 ," $1,035.0 ", $258.7 , $476.4 , $85.7 , $390.7 ,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
4101,mun3,101, $372.5 , $415.7 , $207.9 , $382.7 , $101.6 , $281.1 ,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
4102,mun3,101, $975.0 ," $1,091.5 ", $545.7 ," $1,004.7 ", $108.2 , $896.6 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4103,mun3,101, $840.0 , $853.8 , $170.8 , $314.4 , $102.7 , $211.7 ,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
4104,mun3,101, $640.7 , $732.6 , $366.3 , $674.3 , $111.7 , $562.7 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4105,mun3,102," $1,405.0 "," $1,500.2 ", $375.0 , $690.5 , $82.9 , $607.6 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4106,mun3,101," $1,375.0 "," $1,492.8 ", $373.2 , $687.1 , $101.1 , $586.0 ,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
4107,mun3,100, $52.5 , $159.1 , $159.1 , $293.0 , $106.5 , $186.5 ,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4108,mun3,101," $1,609.2 "," $1,648.6 ", $549.5 ," $1,011.7 ", $138.2 , $873.5 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4109,mun3,102," $1,266.7 "," $1,396.9 "," $1,396.9 "," $2,571.8 ", $107.4 ," $2,464.5 ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4110,mun3,101," $1,599.0 "," $1,725.3 ", $575.1 ," $1,058.8 ", $99.5 , $959.3 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4111,mun3,102, $363.3 , $486.0 , $486.0 , $894.7 , $113.0 , $781.7 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4112,mun3,100, $320.8 , $392.8 , $392.8 , $723.2 , $98.4 , $624.8 ,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
4113,mun3,167," $1,034.2 "," $1,088.0 ", $272.0 , $500.8 , $103.5 , $397.3 ,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
4114,mun3,165, $125.0 , $260.7 , $260.7 , $480.0 , $107.8 , $372.2 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4115,mun3,166, $359.2 , $475.6 , $118.9 , $218.9 , $131.9 , $87.0 ,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
4116,mun3,168, $420.0 , $516.7 , $516.7 , $951.3 , $61.4 , $890.0 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4117,mun3,165, $665.0 , $799.1 , $133.2 , $245.2 , $97.9 , $147.3 ,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4118,mun3,168, $750.0 , $860.3 , $860.3 ," $1,583.8 ", $132.4 ," $1,451.4 ",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4119,mun3,167," $1,171.3 "," $1,263.4 ", $210.6 , $387.7 , $70.0 , $317.7 ,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
4120,mun3,166," $1,122.5 "," $1,229.5 ", $409.8 , $754.5 , $106.9 , $647.7 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4121,mun3,166, $370.8 , $485.6 , $242.8 , $447.0 , $101.0 , $346.0 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4122,mun3,166, $350.0 , $422.1 , $105.5 , $194.3 , $88.8 , $105.5 ,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
4123,mun3,165, $50.0 , $117.0 , $58.5 , $107.7 , $98.7 , $9.0 ,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1
4124,mun3,165, $375.0 , $494.2 , $247.1 , $455.0 , $106.8 , $348.2 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4125,mun3,79, $508.8 , $620.4 , $310.2 , $571.1 , $134.1 , $437.0 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4126,mun3,79, $598.3 , $718.3 , $359.1 , $661.2 , $107.2 , $554.0 ,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
4127,mun3,80, $635.0 , $784.3 , $156.9 , $288.8 , $65.9 , $222.9 ,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
4128,mun3,79, $520.0 , $618.7 , $123.7 , $227.8 , $77.7 , $150.1 ,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4129,mun3,80," $1,620.0 "," $1,737.8 ", $434.5 , $799.9 , $103.8 , $696.1 ,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0
4130,mun3,79, $356.7 , $488.2 , $488.2 , $898.9 , $122.1 , $776.8 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4131,mun3,79, $595.0 , $711.5 , $237.2 , $436.7 , $90.8 , $345.8 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4132,mun3,79, $-   , $86.2 , $43.1 , $79.3 , $89.5 , $(10.2),1,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0
4133,mun3,79, $390.0 , $478.2 , $239.1 , $440.2 , $91.2 , $349.1 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4134,mun3,79, $676.0 , $739.0 , $184.7 , $340.1 , $61.9 , $278.2 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4135,mun3,79, $549.8 , $631.4 , $315.7 , $581.2 , $78.2 , $503.1 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4136,mun3,215, $939.2 ," $1,039.9 ", $208.0 , $382.9 , $116.9 , $266.0 ,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
4137,mun3,216, $447.5 , $537.9 , $134.5 , $247.6 , $132.8 , $114.8 ,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
4138,mun3,216," $1,502.5 "," $1,656.9 ", $828.4 ," $1,525.2 ", $143.2 ," $1,382.0 ",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4139,mun3,215," $1,441.7 "," $1,574.4 ", $393.6 , $724.6 , $116.7 , $607.9 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4140,mun3,214, $108.0 , $231.8 , $115.9 , $213.4 , $87.9 , $125.5 ,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4141,mun3,217, $302.5 , $443.9 , $148.0 , $272.4 , $84.0 , $188.4 ,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1
4142,mun3,112, $54.0 , $130.0 , $130.0 , $239.3 , $86.2 , $153.1 ,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4143,mun3,111, $831.0 , $891.4 , $297.1 , $547.0 , $122.1 , $424.9 ,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
4144,mun3,110," $1,000.0 "," $1,132.9 ", $377.6 , $695.2 , $101.0 , $594.2 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4145,mun3,109," $1,141.3 "," $1,229.1 ", $614.5 ," $1,131.4 ", $55.6 ," $1,075.8 ",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4146,mun3,111, $494.2 , $592.2 , $197.4 , $363.4 , $114.4 , $249.0 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4147,mun3,109, $302.5 , $357.6 , $178.8 , $329.2 , $79.6 , $249.5 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4148,mun3,109, $774.3 , $883.8 , $294.6 , $542.4 , $72.7 , $469.7 ,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
4149,mun3,111, $450.0 , $524.2 , $174.7 , $321.7 , $109.2 , $212.5 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4150,mun3,111, $424.7 , $496.8 , $165.6 , $304.9 , $79.0 , $225.8 ,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1
4151,mun3,110, $40.0 , $202.6 , $67.5 , $124.3 , $92.6 , $31.7 ,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
4152,mun3,111, $628.3 , $760.6 , $253.5 , $466.8 , $84.2 , $382.5 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4153,mun3,102, $56.0 , $128.1 , $128.1 , $235.9 , $94.6 , $141.3 ,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
4154,mun3,103, $650.0 , $718.1 , $179.5 , $330.5 , $75.0 , $255.5 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4155,mun3,103," $1,333.3 "," $1,436.2 ", $718.1 ," $1,322.1 ", $104.1 ," $1,218.0 ",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4156,mun3,103," $1,637.8 "," $1,775.1 ", $443.8 , $817.0 , $138.7 , $678.3 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4157,mun3,103," $2,075.5 "," $2,211.0 "," $1,105.5 "," $2,035.3 ", $101.8 ," $1,933.5 ",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4158,mun3,102, $202.5 , $329.2 , $164.6 , $303.1 , $117.1 , $186.0 ,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
4159,mun3,103, $75.0 , $195.9 , $98.0 , $180.4 , $93.3 , $87.1 ,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
4160,mun3,103," $1,416.7 "," $1,474.4 ", $368.6 , $678.6 , $74.6 , $604.0 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4161,mun3,102," $1,300.0 "," $1,391.8 ", $347.9 , $640.6 , $117.9 , $522.7 ,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
4162,mun3,103, $240.0 , $326.8 , $108.9 , $200.5 , $105.5 , $95.0 ,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4163,mun3,103, $305.0 , $413.3 , $137.8 , $253.6 , $87.1 , $166.5 ,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4164,mun3,102, $679.2 , $799.9 , $399.9 , $736.3 , $82.4 , $653.9 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4165,mun3,97, $446.7 , $499.5 , $124.9 , $229.9 , $121.8 , $108.1 ,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
4166,mun3,97, $523.3 , $667.6 , $166.9 , $307.3 , $51.3 , $255.9 ,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
4167,mun3,97, $370.0 , $450.7 , $225.4 , $414.9 , $102.1 , $312.8 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4168,mun3,97, $595.3 , $681.5 , $170.4 , $313.7 , $117.6 , $196.1 ,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4169,mun3,97, $325.0 , $437.6 , $145.9 , $268.6 , $106.2 , $162.4 ,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
4170,mun3,97, $398.3 , $471.3 , $78.6 , $144.6 , $70.6 , $74.0 ,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1
4171,mun3,97, $903.0 ," $1,026.2 ", $342.1 , $629.8 , $94.7 , $535.1 ,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
4172,mun3,97, $855.0 , $958.5 , $136.9 , $252.1 , $79.2 , $172.9 ,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4173,mun3,97, $629.2 , $790.3 , $197.6 , $363.8 , $92.9 , $270.8 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4174,mun3,97, $301.7 , $368.0 , $73.6 , $135.5 , $83.7 , $51.8 ,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
4175,mun3,97, $484.6 , $638.4 , $319.2 , $587.6 , $89.1 , $498.5 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4176,mun3,83, $390.0 , $489.3 , $122.3 , $359.5 , $110.6 , $248.9 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4177,mun3,82, $260.0 , $364.7 , $91.2 , $268.0 , $112.4 , $155.6 ,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
4178,mun3,83, $218.3 , $324.7 , $81.2 , $238.6 , $75.9 , $162.6 ,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1
4179,mun3,83, $544.0 , $622.2 , $124.4 , $365.7 , $118.0 , $247.7 ,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
4180,mun3,82, $-   , $107.9 , $27.0 , $79.3 , $95.7 , $(16.4),1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0
4181,mun3,83, $835.2 , $944.5 , $236.1 , $694.0 , $82.3 , $611.7 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4182,mun3,83, $-   , $161.7 , $40.4 , $118.8 , $79.1 , $39.7 ,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
4183,mun3,83, $455.2 , $586.1 , $195.4 , $574.2 , $108.3 , $465.8 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4184,mun3,83, $100.0 , $218.5 , $109.2 , $321.1 , $110.4 , $210.6 ,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
4185,mun3,83, $409.2 , $518.6 , $103.7 , $304.8 , $111.9 , $192.9 ,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1
4186,mun3,82, $-   , $108.2 , $54.1 , $158.9 , $121.5 , $37.4 ,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0
4187,mun3,83, $462.0 , $577.1 , $288.5 , $848.0 , $107.8 , $740.2 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4188,mun3,67, $302.5 , $386.9 , $96.7 , $284.2 , $70.9 , $213.3 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4189,mun3,68, $2.5 , $95.2 , $95.2 , $279.7 , $109.9 , $169.9 ,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4190,mun3,67, $487.8 , $589.5 , $117.9 , $346.5 , $100.4 , $246.1 ,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
4191,mun3,68, $142.5 , $252.5 , $252.5 , $742.2 , $92.7 , $649.5 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4192,mun3,68, $650.0 , $753.6 , $753.6 ," $2,214.7 ", $95.5 ," $2,119.2 ",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4193,mun3,68, $383.3 , $493.1 , $123.3 , $362.3 , $92.9 , $269.4 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4194,mun3,67, $439.2 , $560.6 , $80.1 , $235.4 , $98.8 , $136.5 ,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
4195,mun3,67, $143.2 , $234.8 , $47.0 , $138.0 , $95.1 , $42.9 ,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1
4196,mun3,68, $276.0 , $402.8 , $100.7 , $295.9 , $103.2 , $192.7 ,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4197,mun3,67, $84.0 , $196.6 , $32.8 , $96.3 , $113.0 , $(16.7),1,1,0,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0
4198,mun3,68, $200.0 , $267.7 , $44.6 , $131.1 , $39.1 , $92.1 ,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0
4199,mun3,68, $80.5 , $191.5 , $191.5 , $562.9 , $100.0 , $462.8 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4200,mun3,57, $303.3 , $408.1 , $68.0 , $199.9 , $138.6 , $61.3 ,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1
4201,mun3,56, $303.3 , $447.4 , $149.1 , $438.3 , $81.2 , $357.1 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4202,mun3,57, $366.7 , $469.6 , $156.5 , $460.0 , $102.1 , $357.9 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4203,mun3,56, $756.7 , $859.1 , $143.2 , $420.8 , $97.6 , $323.2 ,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
4204,mun3,57, $260.0 , $363.0 , $363.0 ," $1,067.0 ", $117.1 , $949.8 ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4205,mun3,56, $385.0 , $439.3 , $146.4 , $430.4 , $92.7 , $337.7 ,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
4206,mun3,57, $12.5 , $119.0 , $59.5 , $174.8 , $88.8 , $86.0 ,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0
4207,mun3,56, $-   , $63.4 , $63.4 , $186.3 , $51.4 , $134.9 ,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
4208,mun3,56, $220.0 , $340.0 , $113.3 , $333.1 , $121.6 , $211.5 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4209,mun3,57, $182.0 , $300.0 , $100.0 , $293.9 , $88.1 , $205.7 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4210,mun3,56, $370.8 , $462.8 , $154.3 , $453.4 , $108.9 , $344.4 ,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
4211,mun3,57, $200.0 , $277.6 , $55.5 , $163.2 , $116.0 , $47.1 ,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0
4212,mun3,57, $-   , $75.2 , $37.6 , $110.5 , $94.3 , $16.2 ,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4213,mun3,62, $590.0 , $655.4 , $163.8 , $481.5 , $108.4 , $373.1 ,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
4214,mun3,62, $305.8 , $428.6 , $214.3 , $629.9 , $131.3 , $498.6 ,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
4215,mun3,62, $300.0 , $411.9 , $103.0 , $302.7 , $133.7 , $169.0 ,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
4216,mun3,62, $207.5 , $297.8 , $59.6 , $175.0 , $96.1 , $78.9 ,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1
4217,mun3,62, $255.0 , $334.4 , $111.5 , $327.6 , $126.0 , $201.6 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4218,mun3,62, $305.0 , $375.8 , $94.0 , $276.1 , $67.5 , $208.6 ,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
4219,mun3,62, $80.0 , $179.2 , $59.7 , $175.6 , $84.6 , $91.0 ,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1
4220,mun3,62, $50.0 , $153.5 , $38.4 , $112.8 , $109.1 , $3.7 ,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
4221,mun3,62, $162.5 , $296.0 , $74.0 , $217.5 , $97.7 , $119.8 ,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1
